DateTime,Entries,UniqueIPs
1512342192,3553,3553
1512364150,3559,3559
1512386216,3561,3561
1512408280,3572,3572
1512430367,3572,3572
1512452474,3568,3568
1512474492,3574,3574
1512497052,3574,3574
1512518924,3572,3572
1512541014,3569,3569
1512563092,3561,3561
1512584996,3562,3562
1512606978,3558,3558
1512629063,3557,3557
1512650926,3558,3558
1512673109,3560,3560
1512695333,3556,3556
1512717397,3553,3553
1512739383,3553,3553
1512761317,3546,3546
1512783172,3558,3558
1512805317,3557,3557
1512827332,3554,3554
1512849395,3564,3564
1512871504,3562,3562
1512893566,3557,3557
1512915690,3552,3552
1512937968,3554,3554
1512959816,3551,3551
1512981870,3548,3548
1513003957,3541,3541
1513026257,3565,3565
1513048156,3579,3579
1513070189,3585,3585
1513092275,3577,3577
1513114130,3575,3575
1513136205,3573,3573
1513158277,3575,3575
1513180118,3572,3572
1513202206,3577,3577
1513224283,3579,3579
1513257632,3577,3577
1513279475,3573,3573
1513301578,3567,3567
1513323625,3566,3566
1513345717,3568,3568
1513367835,3563,3563
1513389882,3563,3563
1513411990,3565,3565
1513434054,3567,3567
1513456125,3569,3569
1513477996,3570,3570
1513500023,3574,3574
1513521871,3559,3559
1513543960,3557,3557
1513565808,3554,3554
1513588154,3548,3548
1513610006,3545,3545
1513632043,3513,3513
1513654104,3497,3497
1513675991,3487,3487
1513697879,3492,3492
1513719899,3493,3493
1513741971,3493,3493
1513764101,3488,3488
1513786408,3492,3492
1513808628,3489,3489
1513830518,3496,3496
1513852616,3497,3497
1513874664,3507,3507
1513897350,3511,3511
1513919308,3515,3515
1513941420,3516,3516
1513963546,3527,3527
1513985815,3515,3515
1514007884,3515,3515
1514029932,3497,3497
1514051845,3497,3497
1514073721,3497,3497
1514095968,3494,3494
1514117892,3500,3500
1514139869,3512,3512
1514161729,3511,3511
1514183896,3512,3512
1514205855,3512,3512
1514227966,3531,3531
1514249925,3530,3530
1514271883,3528,3528
1514293737,3525,3525
1514315802,3519,3519
1514337769,3512,3512
1514359753,3527,3527
1514382046,3533,3533
1514404128,3540,3540
1514425981,3539,3539
1514448089,3538,3538
1514469949,3542,3542
1514491958,3546,3546
1514514027,3548,3548
1514535874,3544,3544
1514557792,3549,3549
1514579804,3550,3550
1514602013,3549,3549
1514623959,3549,3549
1514646162,3548,3548
1514668037,3546,3546
1514689981,3548,3548
1514712099,3550,3550
1514734288,3518,3518
1514756236,3488,3488
1514778286,3531,3531
1514800215,3530,3530
1514822209,3512,3512
1514844311,3511,3511
1514866373,3510,3510
1514888466,3509,3509
1514910503,3507,3507
1514932470,3509,3509
1514954350,3511,3511
1514976372,3483,3483
1514998604,3471,3471
1515154183,3440,3440
1515176225,3431,3431
1515198268,3430,3430
1515220533,3426,3426
1515242660,3447,3447
1515264503,3448,3448
1515286591,3465,3465
1515308491,3463,3463
1515330505,3457,3457
1515352615,3470,3470
1515374830,3484,3484
1515396778,3481,3481
1515418737,3481,3481
1515463100,3482,3482
1515485060,3482,3482
1515507181,3480,3480
1515529066,3478,3478
1515551071,3475,3475
1515573173,3474,3474
1515595230,3471,3471
1515617278,3470,3470
1515639180,3477,3477
1515661285,3477,3477
1515683306,3475,3475
1515705437,3478,3478
1515727720,3491,3491
1515749808,3491,3491
1515771877,3499,3499
1515793956,3499,3499
1515816143,3501,3501
1515838394,3481,3481
1515860453,3480,3480
1515882823,3555,3555
1515904962,3645,3645
1515927166,3668,3668
1515949331,3700,3700
1515971651,3730,3730
1515994019,3757,3757
1516015986,3790,3790
1516038028,3820,3820
1516059897,3834,3834
1516081974,3844,3844
1516103820,3870,3870
1516125684,3882,3882
1516147703,3892,3892
1516169602,3904,3904
1516191876,3928,3928
1516214113,3948,3948
1516236336,3964,3964
1516258307,3997,3997
1516280172,4028,4028
1516302286,4046,4046
1516335869,4051,4051
1516358122,4050,4050
1516380013,4049,4049
1516402129,4049,4049
1516424182,4028,4028
1516446288,4029,4029
1516468137,4030,4030
1516490220,3953,3953
1516512257,3899,3899
1516534106,3881,3881
1516555948,3847,3847
1516578450,3827,3827
1516600350,3798,3798
1516633505,3751,3751
1516656617,3734,3734
1516678584,3726,3726
1516700694,3711,3711
1516722940,3696,3696
1516756136,3679,3679
1516778177,3665,3665
1516800280,3633,3633
1516822333,3612,3612
1516844195,3595,3595
1516866109,3561,3561
1516888138,3524,3524
1516910208,3500,3500
1516932522,3488,3488
1516954746,3487,3487
1516976667,3487,3487
1516998772,3485,3485
1517020619,3486,3486
1517042673,3489,3489
1517064873,3511,3511
1517087079,3513,3513
1517108933,3513,3513
1517130982,3519,3519
1517152852,3507,3507
1517175314,3531,3531
1517197213,3566,3566
1517219081,3586,3586
1517241163,3613,3613
1517274269,3606,3606
1517296397,3630,3630
1517318413,3652,3652
1517340522,3668,3668
1517362604,3683,3683
1517384979,3701,3701
1517407007,3727,3727
1517429082,3749,3749
1517451151,3755,3755
1517473251,3770,3770
1517495714,3788,3788
1517517879,3802,3802
1517539719,3800,3800
1517561562,3812,3812
1517583680,3819,3819
1517605706,3827,3827
1517627731,3835,3835
1517649630,3842,3842
1517671497,3817,3817
1517693735,3825,3825
1517715614,3836,3836
1517737725,3837,3837
1517760169,3827,3827
1517782110,3805,3805
